,0
67,Armor:Beeswaxed leather greaves
68,Armor:Beige cloth gloves (1)
69,Armor:Beige cloth gloves (2)
70,Armor:Beige robe cinched with a long purple belt (1)
71,Armor:Beige robe cinched with a long purple belt (2)
72,Armor:Bezainted battle armor
73,Armor:Bezainted leather breastplate
74,Armor:Billowing deep purple robes embroidered with a faded black dragon
75,Armor:Bison-hide hood
76,Armor:Black and grey hunting leathers mottled in distinctive cobra skin pattern
77,Armor:Black balaclava with red tinted links that form a flame
78,Armor:Black cloth balaclava (1)
79,Armor:Black cloth balaclava (2)
80,Armor:Black cloth balaclava embroidered with a silver bat-winged skull (1)
81,Armor:Black cloth balaclava embroidered with a silver bat-winged skull (2)
82,Armor:Black cloth robe with a dark grey belt hanging loosely
83,Armor:Black double leathers with iron spikes along the seams
84,Armor:Black field plate armor set with a disc on the chest
85,Armor:Black full double leathers painted with twining nightshade
86,Armor:Black gauntlets forged to resemble razor-sharp claws of a lion's paw
87,Armor:Black gauntlets trimmed in platinum
88,Armor:Black gloves trimmed in crimson (1)
89,Armor:Black gloves trimmed in crimson (2)
90,Armor:Black gloves trimmed in silver (1)
91,Armor:Black gloves trimmed in silver (2)
92,Armor:Black hand wrappings laced with silver threads (1)
93,Armor:Black hand wrappings laced with silver threads (2)
94,Armor:Black helm engraved with flames leafed in gold on the temples
95,Armor:Black hood trimmed in crimson (1)
96,Armor:Black hood trimmed in crimson (2)
97,Armor:Black leather armor embossed with a fiery red dragon
98,Armor:Black leather body armor trimmed with tufts of animal hair at the neck and cuffs
99,Armor:Black leather cavalier hat with a striped eagle feather plume
100,Armor:Black leather cowl crowned with a crimson moonsilver circlet
101,Armor:Black leather gauntlets
102,Armor:Black leather gauntlets with steel spikes along the knuckles
103,Armor:Black leather gloves
104,Armor:Black leather gloves overlaid with crimson moonsilver mesh
105,Armor:Black leather gloves with ornamental ivory claws on each fingertip
106,Armor:Black leather gloves with the finger holes cut out
107,Armor:Black leather helm reinforced with a multitude of ironwood plates (1)
108,Armor:Black leather helm reinforced with a multitude of ironwood plates (2)
109,Armor:Black leather helm shaped into a snake's visage
110,Armor:Black leather helm stitched with a flowing mane
111,Armor:Black leather hood painted with a single flame on the brow
112,Armor:Black leather hunters seamed with double rows of snow opals
113,Armor:Black leather jacket with a red hatchet embroidered on the back
114,Armor:Black leather mask (1)
115,Armor:Black leather mask accented with ghostly white ivy stitching
116,Armor:Black leather mask lined with snow opals
117,Armor:Black leather mask with diamond eyeholes accented by ivory points
118,Armor:Black leather mask with iron studs along the seams
119,Armor:Black leather mask with large white spots
120,Armor:Black leather torturer's mask
121,Armor:Black leather tunic with a mantle of silver scales
122,Armor:Black leathers embellished with crimson moonsilver
123,Armor:Black leathers emblazoned in silver with a rearing dragon
124,Armor:Black leathers studded with darkstone rivets
125,Armor:Black obsidian claw guards
126,Armor:Black pard leathers with an albino spider enameled on the chest
127,Armor:Black quilted cowl
128,Armor:Black quilted pants with wide flaring cuffs
129,Armor:Black robe with a silver bat-winged skull adorning the shoulder (1)
130,Armor:Black robe with a silver bat-winged skull adorning the shoulder (2)
131,Armor:Black robe with a silver stylized upside-down Q adorning the shoulder (1)
132,Armor:Black robe with a silver stylized upside-down Q adorning the shoulder (2)
133,Armor:Black scale gauntlets with ornamental silvered talons extending from the fingertips
134,Armor:Black steel full plate
135,Armor:Black steel gauntlets
136,Armor:Black suede cloak edged with rows of crimson and blue shells
137,Armor:Black trousers (1)
138,Armor:Black trousers (2)
139,Armor:Black visored helm
140,Armor:Black yeehar skin leathers studded with golden suns
141,Armor:Black-tinted hauberk with iron pauldrons
142,Armor:Blackened bascinet helm embossed with a pattern of lion's paws
143,Armor:Blackened bone armor
144,Armor:Blackened bone aventail
145,Armor:Blackened bone breastplate
146,Armor:Blackened bone chanfron surmounted by a pair of long curved horns
147,Armor:Blackened bone crinnet with spiked horns along the crest
148,Armor:Blackened bone crupper
149,Armor:Blackened bone flanchard
150,Armor:Blackened bone gauntlets
151,Armor:Blackened bone gauntlets with the shadowy image of a panther
152,Armor:Blackened bone greaves
153,Armor:Blackened bone mask
154,Armor:Blackened bone peytrel
155,Armor:Blackened bone skullcap
156,Armor:Blackened bone tasset
157,Armor:Blackened bone vambraces
158,Armor:Blackened chain armor patterned with a cascade of silver lightning bolts
159,Armor:Blackened chain balaclava with a polished steel facemask
160,Armor:Blackened chain coif with a tarnished steel facemask
161,Armor:Blackened chain gauntlets affixed with tarnished steel wrist guards
162,Armor:Blackened chain gloves fixed with tarnished steel wrist guards
163,Armor:Blackened chainmail chanfron with silver inlay
164,Armor:Blackened chainmail crinnet adorned with a silver medallion
165,Armor:Blackened chainmail crupper
166,Armor:Blackened chainmail flanchard with sturdy leather straps
167,Armor:Blackened chainmail peytrel
168,Armor:Blackened double leather
169,Armor:Blackened full plate armor inlaid with an ivory-clawed lion's paw
170,Armor:Blackened great helm
171,Armor:Blackened great helm adorned with a clawed lion's paw faceplate
172,Armor:Blackened great helm edged in silver
173,Armor:Blackened leather alchemist's cowl with transparent eyeplates
174,Armor:Blackened leather hood edged with a row of lightning bolts
175,Armor:Blackened mail gauntlets (1)
176,Armor:Blackened mail gauntlets (2)
177,Armor:Blackened mail gauntlets worked with silver gryphons
178,Armor:Blackened mail gloves
179,Armor:Blackened mail gloves with gleaming silver cuffs
180,Armor:Blackened plate engraved with a phoenix at one shoulder
181,Armor:Blackened steel half plate trimmed in tarnished brass
182,Armor:Blackened steel hauberk interlaced with black gold links
183,Armor:Blackened steel helm wrought into the malevolent visage of a saber-toothed beast
184,Armor:Blackened suit of battered chain armor
185,Armor:Bleached bone mask
186,Armor:Bleached cotton pants (1)
187,Armor:Bleached cotton pants (2)
188,Armor:Bleached ram's skull helm
189,Armor:Bleached white bone armor painted with a red-sailed pirate ship
190,Armor:Blood-red great helm bearing a circlet of gold thorns
191,Armor:Blood-red jousting plate decorated with gilded thorns
192,Armor:Blood-red leather vest studded with hammered bronze rivets
193,Armor:Bloodstained bone armor
194,Armor:Bloodstained bone chanfron mounted with a pair of long horns
195,Armor:Bloodstained bone crinnet
196,Armor:Bloodstained bone crupper
197,Armor:Bloodstained bone flanchard
198,Armor:Bloodstained bone gauntlets
199,Armor:Bloodstained bone gauntlets with dark encrusted talons
200,Armor:Bloodstained bone greaves
201,Armor:Bloodstained bone mask
202,Armor:Bloodstained bone mask fringed with horned spikes
203,Armor:Bloodstained bone peytrel
204,Armor:Bloodstained leather gloves with iron spikes along the knuckles
205,Armor:Bloodstained leather mask crafted to resemble a skull
206,Armor:Bloodstained leathers with sharp steel studs along the seams
207,Armor:Blue field plate armor set with a disc on the chest
208,Armor:Blue leather mask dotted with crystal snowflakes
209,Armor:Blue leather mask edged in broken pieces of shark teeth
210,Armor:Blue-tinted hauberk with iron pauldrons
211,Armor:Blued chain coif crested with a fire-gilded king snake circlet
212,Armor:Blued chain coif with brilliant garnets crowning the top
213,Armor:Blued chain gauntlets with fire-gilded fluted steel cuffs
214,Armor:Blued chain tunic overlaid with a mantle of fire-gilded scales
215,Armor:Blued steel mail edged with ornate pierced silver chain
216,Armor:Blued steel mail with a padded leather gambeson
217,Armor:Blued-steel chain vambraces embellished with silver
218,Armor:Blued-steel chainmail robe overlain by long swaths of thornweave and prayer-feathers
219,Armor:Blush-pink linen gown with skirts divided for riding
220,Armor:Boar-crested brightwork conical helm with a darkened chain camail
221,Armor:Boiled leather jerkin
222,Armor:Boiled-leather coat
223,Armor:Bone breastplate
224,Armor:Bone gauntlets
225,Armor:Bone greaves
226,Armor:Bone greaves etched with grimacing skulls
227,Armor:Bone mask
228,Armor:Bone vambraces with silver skull clasps
229,Armor:Bone-studded leather helm
230,Armor:Brass visored helm etched with a selection of weaponry
231,Armor:Brass-studded leather dueling gauntlets with gilt-edged tooling on the cuffs
232,Armor:Breastplate
233,Armor:Bright orange cloak
234,Armor:Brightly dyed helm shaped like the head of a screaming beaked beast
235,Armor:Brightly polished mail hauberk with a golden thirteen-point star woven over the heart
236,Armor:Brightly-colored quilted armor
237,Armor:Brilliantly-colored quilted armor
238,Armor:Broad-brimmed black leather hat
239,Armor:Brocade cloak with flowers embroidered on one side
240,Armor:Bronze gauntlets edged with green verdigris
241,Armor:Bronze great helm with a 13-point stag's antlers attached
242,Armor:Bronze jousting plate engraved with autumn leaves
243,Armor:Bronze scale gauntlets augmented with antiqued silver lames
244,Armor:Bronze spike-knuckled gauntlets
245,Armor:Brown balaclava with grey tinted links that form a tornado
246,Armor:Brown field plate armor set with a disc on the chest
247,Armor:Brown fur-covered greaves with hoof-like coverings at the feet (1)
248,Armor:Brown fur-covered greaves with hoof-like coverings at the feet (2)
249,Armor:Brown helm engraved with tornadoes on each side of the visor
250,Armor:Brown leather gloves with brass buckles on the wrists
251,Armor:Brown leather hangman's hood edged with staggered rows of brass studs
252,Armor:Brown leather highwayman's mask with small oval eye-holes
253,Armor:Brown leather hood with a small tornado painted in the center of the brow
254,Armor:Brown shirt made from woven coir fiber
255,Armor:Brown-tinted hauberk with iron pauldrons
256,Armor:Brushed silver-washed bascinet with a golden brow
257,Armor:Brushed steel great helm surmounted by a pair of stylized white wings
258,Armor:Buckled leather vambraces
259,Armor:Bulky fishmonger's gloves
260,Armor:Bulky silver wizard's robes with magical symbols around the hem
261,Armor:Burgundy double leathers decorated with bright yellow sunbursts
262,Armor:Burgundy leather gloves stitched on the backs with small sunbursts
263,Armor:Burnished bronze helm crested with a stiff fan of azure horse hair
264,Armor:Burnished greaves
265,Armor:Burnished half plate (1)
266,Armor:Burnished half plate embossed with a clenched fist
267,Armor:Burnished plate gauntlets with enamel banded cuffs
268,Armor:Burnished silver claw guards
269,Armor:Burnished silver gauntlets with sable leather cuffs edged in thin bronze chain
270,Armor:Burnished silver helm engraved with an ornate bronzed triskele
271,Armor:Burnished steel-riveted silver plate blazoned with a ruby-centered triskele
272,Armor:Burnished war plate emblazoned with a dragon entangled by serpents
273,Armor:Camouflage hunters covered with leather leaves
274,Armor:Canvas work pants
275,Armor:Carved iron faceplate of a howling beast
276,Armor:Cavalry chain robe
277,Armor:Cave bear skull helm
278,Armor:Ceremonial blued chain mail embellished with brilliant garnets
279,Armor:Ceremonial chain balaclava colored and beaked like a goshawk's head
280,Armor:Ceremonial chainmail robe embellished with silver-edged plates
281,Armor:Chain aventail
282,Armor:Chain aventail (crafted)
283,Armor:Chain balaclava (crafted)
284,Armor:Chain balaclava (rakash)
285,Armor:Chain balaclava crowned with a solitaire marquis-cut emerald
286,Armor:Chain balaclava edged in silver-gilt links
287,Armor:Chain cap (crafted)
288,Armor:Chain cowl with an orange leather label sewn onto the back
289,Armor:Chain gloves (crafted)
290,Armor:Chain greaves (crafted)
291,Armor:Chain greaves with a wave pattern worked into them in blue steel links
292,Armor:Chain helm (2)
293,Armor:Chain helm (crafted)
294,Armor:Chain helm painted to resemble roaring flames
295,Armor:Chain legguards
296,Armor:Chain lorica
297,Armor:Chain Lorica
298,Armor:Chain mail choker
299,Armor:Chain mail painted to resemble rotting flesh
300,Armor:Chain mask (crafted)
301,Armor:Chain robe made of steel links with silvered links at the collar and cuffs
302,Armor:Chain shirt with links that form an axe design along the front
303,Armor:Chain sleeves (crafted)
304,Armor:Chain tasset
305,Armor:Chain tasset (crafted)
306,Armor:Chain vambraces (crafted)
307,Armor:Chain veil
308,Armor:Chain vest (crafted)
309,Armor:Chain waistguard
310,Armor:Chainmail armguards
311,Armor:Chainmail robe overlain by long swaths of steelsilk
312,Armor:Chamfered chain
313,Armor:Charcoal-black balaclava meshed with large metallic red scales
314,Armor:Charred bone-studded greaves
315,Armor:Charred cuirbouilli coat
316,Armor:Clay plate armor
317,Armor:Cloak
318,Armor:Cloth dueling gloves
319,Armor:Cloth gloves
320,Armor:Cloth hood
321,Armor:Cloth pants
322,Armor:Cloth shirt
323,Armor:Coarse brown gloves (1)
324,Armor:Coarse brown gloves (2)
325,Armor:Coarse brown hood (1)
326,Armor:Coarse brown hood (2)
327,Armor:Coarse brown robe tied with a knotted amber cord (1)
328,Armor:Coarse brown robe tied with a knotted amber cord (2)
329,Armor:Coarse cowl (crafted)
330,Armor:Coarse gloves (crafted)
331,Armor:Coarse red leather coat adorned with vertical yellow stripes and braided gold silk trim
332,Armor:Cobalt-blue leather mask trimmed in silver
333,Armor:Colorful lamellar reed armor with a bronze breastplate
334,Armor:Combed morion
335,Armor:Copper-riveted field plate engraved with the crest of the Paladin Guild
336,Armor:Copper-worked plate brigandine engraved with a vivid image of a white unicorn
337,Armor:Copper-worked plate greaves trimmed with silver
338,Armor:Corruscated scale hauberk
339,Armor:Cowl crafted of heavy pearl white silk (1)
340,Armor:Cowl crafted of heavy pearl white silk (2)
341,Armor:Cracked cuirbouilli coat
342,Armor:Creamy ivory and gold leathers embossed to resemble a striped cat's fur
343,Armor:Crested chain hauberk crafted from blackened steel links
344,Armor:Crimson and gold plate armor
345,Armor:Crimson bone armor trimmed in black
346,Armor:Crimson gauntlets trimmed in black
347,Armor:Crimson gloves trimmed in black (1)
348,Armor:Crimson gloves trimmed in black (2)
349,Armor:Crimson hood trimmed in black (1)
350,Armor:Crimson hood trimmed in black (2)
351,Armor:Crimson hunting leathers
352,Armor:Crimson leather mask painted with thorny black roses
353,Armor:Crimson robe with a golden stylized upside-down Q adorning the shoulder (1)
354,Armor:Crimson robe with a golden stylized upside-down Q adorning the shoulder (2)
355,Armor:Crimson-hued chain hauberk fashioned to resemble swirling phoenix feathers
356,Armor:Crossbowman's helm
357,Armor:Crude leather mask
358,Armor:Cured double leathers edged with strips of arzumos fur
359,Armor:Cured leather armor
360,Armor:Cured leather breastplate
361,Armor:Damite full plate embellished with gold leaf around the edges
362,Armor:Dappled brown leathers emblazoned with a silver and ruby crest of the Barbarian Guild
363,Armor:Dark blue balaclava with a band of light blue tinted links around the bottom edge
364,Armor:Dark blue helm painted with a wide band of lighter blue around the bottom edge
365,Armor:Dark blue leather hood edged in a lighter blue
366,Armor:Dark double chain mail reinforced with jagged shards of black bone
367,Armor:Dark field plate armor set with a disc on the chest
368,Armor:Dark gauntlets embossed with the symbol of Trothfang
369,Armor:Dark gauntlets with an etched red adder on the back of the hands
370,Armor:Dark leather armor trimmed with silver leucro fur
371,Armor:Dark leather bandit's mask with narrow slits for eyes
372,Armor:Dark plate armor polished to a glossy black
373,Armor:Dark purple suede gloves with gold thread stitched along the fingertips
374,Armor:Dark red gauntlets with golden rivets
375,Armor:Dark steel gauntlets affixed with curved talons
376,Armor:Dark steel gauntlets set with shadowy sapphires
377,Armor:Dark steel helm shaped in the visage of a snarling dragon
378,Armor:Dark steelsilk balaclava (1)
379,Armor:Dark steelsilk balaclava (2)
380,Armor:Dark steelsilk gauntlets (1)
381,Armor:Dark steelsilk gauntlets (2)
382,Armor:Darkened blue chain coif of finely wrought links crested with the visage of a griffon
383,Armor:Darkened blue chain gauntlets backed with bladed knuckles
384,Armor:Darkened chain balaclava adorned with an iron dragon circlet
385,Armor:Darkened hauberk accented with bright silver lightning bolts
386,Armor:Darkened mail coated with a bluish patina covering each finely wrought link
387,Armor:Darkened mail dyed rust-red with a spiked emblem upon the chest
388,Armor:Darkened red chain gauntlets backed with spiked knuckles
389,Armor:Darkened red chain helm with the visage of a striking serpent
390,Armor:Darkened silver mail set with a hammered gold chestplate fashioned in a sunburst design
391,Armor:Darkened steel armet helm engraved with a twining olive laurel
392,Armor:Darkened steel gauntlets with spiked knuckle guards and serrated cuffs
393,Armor:Darkly tinted augmented hauberk with an emblazoned disk adorning the chest
394,Armor:Darkly tinted hauberk with iron pauldrons
395,Armor:Darvager-tusk aventail
396,Armor:Darvager-tusk breastplate
397,Armor:Darvager-tusk gauntlets
398,Armor:Darvager-tusk greaves
399,Armor:Darvager-tusk skullcap
400,Armor:Darvager-tusk tasset
401,Armor:Darvager-tusk vambraces
402,Armor:Dashing padded shirt stitched with brilliant multicolored silk threads (1)
403,Armor:Dashing padded shirt stitched with brilliant multicolored silk threads (2)
404,Armor:Dashing scarlet leather swashbuckler's mask with tilted eye slits
405,Armor:Dazzling pure white plate engraved over the heart with a regal emerald-eyed lioness in a circle of olive branches
406,Armor:Deep black gauntlets looped with narrow platinum chain
407,Armor:Deep black leathers with a subtle raised pattern
408,Armor:Deep black steel-visored helm embossed with a golden rising sun
409,Armor:Deep blue chain patterned in silvery-white steelsilk with dazzling stars entwined among hemlock blossoms
410,Armor:Deep brown leather mask dotted with leaf-shaped emeralds
411,Armor:Deep green leather cavalier hat with a long chocolate brown plume
412,Armor:Deep red cloth gloves (1)
413,Armor:Deep red cloth gloves (2)
414,Armor:Deep red hood with gold trim (1)
415,Armor:Deep red hood with gold trim (2)
416,Armor:Deeply hooded black robes
417,Armor:Deeply hooded black robes hung with a web of golden chains
418,Armor:Dented bascinet helm
419,Armor:Dented bone vambraces
420,Armor:Dented visored helm
421,Armor:Diaphanous ethereal robe
422,Armor:Diminutive blackened chain hauberk
423,Armor:Diminutive blackened chain helm
424,Armor:Diminutive long-sleeved robe crafted from a fine mesh of miniscule tyrium links
425,Armor:Diminutive mail gloves
426,Armor:Dinzelka gloves
427,Armor:Dinzelka helm
428,Armor:Dinzelka shroud
429,Armor:Dirty scavenger's gloves
430,Armor:Doeskin jerkin
431,Armor:Double chain mail trimmed with fine golden links
432,Armor:Double leather breastplate
433,Armor:Double-breasted black leather doublet with fire-gilded buttons and emerald green pickadil trim
434,Armor:Double-breasted coat tailored of dark steelsilk (1)
435,Armor:Double-breasted coat tailored of dark steelsilk (2)
436,Armor:Double-horned leather helm with a reinforced steel noseguard
437,Armor:Double-linked chain tunic
438,Armor:Double-weave bleached kimono secured with a black cotton belt (1)
439,Armor:Double-weave bleached kimono secured with a black cotton belt (2)
440,Armor:Dull black cloth cowl with abstract gold stitching (1)
441,Armor:Dull black cloth cowl with abstract gold stitching (2)
442,Armor:Dull black cloth gloves (1)
443,Armor:Dull black cloth gloves (2)
444,Armor:Dull brigandine lorica
445,Armor:Dulled steel plate
446,Armor:Dusky black leather gravedigger's gloves with reinforced palms
447,Armor:Dusky blue velvet cloak with daylily blossoms embroidered on one side
448,Armor:Dusky green pants (1)
449,Armor:Dusky green pants (2)
450,Armor:Dusky green-grey helm
451,Armor:Dusky purple-speckled blue cowl crowned with honed ebon spines
452,Armor:Dwarven chain shirt
453,Armor:Dwarven helmet
454,Armor:Dwarven mining cap
455,Armor:Dwarven mining cowl
456,Armor:Dwarven mining helm (1)
457,Armor:Dwarven mining helm (2)
458,Armor:Dwarven mining helmet
459,Armor:Ebon leather cowl shadow-embroidered with emerald-eyed panthers
460,Armor:Ebon-banded casque
461,Armor:Ebony field plate formed from interlocking scales to resemble an exoskeletal scorpion
462,Armor:Ebony leather brigandine embellished with flowers
463,Armor:Ebony leather gloves adorned with tiny flowers
464,Armor:Ebony leather greaves tooled with painted flowers
465,Armor:Ebony leather mask painted with curling gold designs
466,Armor:Ebony leather mask painted with curling silver designs
467,Armor:Ebony leather mask trimmed with tiny flowers
468,Armor:Ebony leather vambraces trimmed with dainty flowers
469,Armor:Ebony leucro hide armor with an intricate golden knot on the shoulder
470,Armor:Ebony leucro hide armor with an intricate silvery knot on the shoulder
471,Armor:Ebony mail interwoven with golden steelsilk links forming a cascade of lightning bolts
472,Armor:Eel skin mask
473,Armor:Elaborately etched steel peascod with fluted brassards
474,Armor:Embossed close helmet
475,Armor:Embossed half plate
476,Armor:Embossed leather bracers
477,Armor:Embossed leathers depicting a rising phoenix
478,Armor:Enameled faceplate of an aquatic beast
479,Armor:Enameled lamellar aventail ornamented with tiny dragons
480,Armor:Enameled lamellar balaclava embellished with tiny dragons
481,Armor:Enameled lamellar cap embellished with tiny dragons
482,Armor:Enameled lamellar gloves embellished with dragons
483,Armor:Enameled lamellar greaves adorned with dragons
484,Armor:Enameled lamellar hauberk embellished with a dragon
485,Armor:Enameled lamellar helm embellished with tiny dragons
486,Armor:Enameled lamellar lorica decorated with a dragon
487,Armor:Enameled lamellar mask decorated with twining dragons
488,Armor:Enameled lamellar shirt adorned with a dragon
489,Armor:Enameled lamellar sleeves adorned with dragons
490,Armor:Enameled lamellar tasset decorated with dragons
491,Armor:Enameled lamellar vest decorated with a dragon
492,Armor:Engraved chanfron crafted from heavy plate
493,Armor:Engraved crupper crafted from heavy plate
494,Armor:Engraved flanchard crafted from heavy plate
495,Armor:Engraved steel shynbalds
496,Armor:Enveloping cowl crafted of heavy grey Musparan silk (1)
497,Armor:Enveloping cowl crafted of heavy grey Musparan silk (2)
498,Armor:Etched steel gauntlets
499,Armor:Etched steel greaves
500,Armor:Etched steel vambraces
501,Armor:Faded black leather longcoat
502,Armor:Falconer's gauntlets tooled with overlapping bronze scales
503,Armor:Field plate armor inlaid with an ornate gold sun design
504,Armor:Fine bronze ring mail with the leather dyed sea green
505,Armor:Fine chain hauberk crafted from intricate damite rings
506,Armor:Fine chainmail armor lined in steelsilk
507,Armor:Fine leather mask with transparent opalescent eyeplates
508,Armor:Fine silver chain greaves edged with gold and emerald interlacing
509,Armor:Fine-linked chain armor set in the center with a circle of gems
510,Armor:Fine-linked chain coif woven with icy-blue metallic strands
511,Armor:Fine-linked chain coif woven with opalescent metallic strands
512,Armor:Finely linked chain gloves with a blackened steel pattern
513,Armor:Finely polished full plate armor with gold filigree etching
514,Armor:Finely-crafted suit of field armor lined with soft lambswool
515,Armor:Fingerless black gloves (1)
516,Armor:Fingerless black gloves (2)
517,Armor:Fitted blue robe with embroidered trim
518,Armor:Fitted leather coat
519,Armor:Fitted pale pink linen leggings with an abstract floral pattern batiked down each leg (1)
520,Armor:Fitted pale pink linen leggings with an abstract floral pattern batiked down each leg (2)
521,Armor:Flame-red spidersilk brocade robe
522,Armor:Flowing ice-white caftan hung with silvered serpentine bones
523,Armor:Flowing robes
524,Armor:Fluted suit armor
525,Armor:Forest green leather mask bordered with hardened corn kernels
526,Armor:Forest-green leather vest studded with hammered silver rivets
527,Armor:Form-fitting fox fur leathers
528,Armor:Fossilized ivory claw guards inlaid with onyx
529,Armor:Fringed leather shirt
530,Armor:Fringed leather tunic
531,Armor:Front-laced leather tunic
532,Armor:Full chain armor
533,Armor:Full Chain Helm
534,Armor:Full flat-topped helmet
535,Armor:Full leather armor
536,Armor:Full leather coat
537,Armor:Full leather helm painted with a sunrise
538,Armor:Full leather helm with faceguard
539,Armor:Full plate armor
540,Armor:Full plate enameled with a pearl grey tower being hit by a bright white lightning bolt
541,Armor:Full steel mail shirt with a border of brass scales etched and set with onyx
542,Armor:Fur-lined padded leathers
543,Armor:Fur-lined padded mask
544,Armor:Furrowed iron faceplate of a fanged grimace
545,Armor:Gashed half plate
546,Armor:Gauntlets
547,Armor:Gauntlets shaped from discolored bear bones tipped with sharp claws
548,Armor:Ghostly white double leathers
549,Armor:Ghostly white leather gloves
550,Armor:Ghostly white leather mask
551,Armor:Ghostly-white double leathers
552,Armor:Ghostly-white leather gloves
553,Armor:Ghostly-white leather mask
554,Armor:Gilded chain legguards
555,Armor:Gilded great helm with a flowing plume of boobrie feathers
556,Armor:Gilded steel armet helm ridged with wavy spikes running the front to back
557,Armor:Gilt-edged field plate armor with spike-tipped courdieres
558,Armor:Gilt-trimmed coif
559,Armor:Gleaming chainmail bracers decorated with fireball-shaped garnets
560,Armor:Gleaming silver gauntlets looped with twisted red gold chain
561,Armor:Gleaming silver hauberk embellished with a large medallion
562,Armor:Gleaming silver helm edged with pierced blued-steel chain
563,Armor:Gleaming silver white plate
564,Armor:Gleaming silver-white bascinet edged with brass
565,Armor:Gleaming steel great helm accented with an embossed knotwork pattern
566,Armor:Gleaming steel great helm crested with a golden roaring lion's head
567,Armor:Gleaming steel helm affixed with a pair of spiraling ram horns
568,Armor:Gleaming white full plate armor with polished gold cops and fan plates
569,Armor:Glistening black leather armor fashioned to resemble a beetle
570,Armor:Glistening black leather gauntlets tipped with chitin claws
571,Armor:Glistening black leather mask shaped like a beetle head
572,Armor:Glittering chain coif with a shark head worked in copper links
573,Armor:Glittering chain coif with a war face worked in brass links
574,Armor:Glittering chain coif with a warface worked in brass links
575,Armor:Glittering chain coif with a wave pattern worked into it in blue steel links
576,Armor:Glittering crystal claw guards
577,Armor:Gloves
578,Armor:Gnome-sized chain hauberk
579,Armor:Gnome-sized set of blackened battle armor with spiked shoulder guards
580,Armor:Gnome-sized set of blackened field plate armor
581,Armor:Gnome-sized set of leather body armor
582,Armor:Gnomish battle gauntlets
583,Armor:Gnomish battle helm
584,Armor:Gnomish chain helm
585,"Armor:Gnomish field plate armor stamped ""WAR MONGER"""
586,Armor:Gnomish gauntlets
587,Armor:Gnomish great helm
588,Armor:Gnomish hunting gloves
589,Armor:Gnomish hunting leathers
